,Identifier,Start date,End date,Number of deaths,Incident,State,Year
319,IBD031690,2025-02-09,2025-02-09,1,Police Kill Man,Rivers,2025.0
320,IBD031747,2025-02-09,2025-02-09,3,Police vs IPOB/ESN,Imo,2025.0
321,IBD031706,2025-02-09,2025-02-09,1,Herdsmen Kill Girl,Ekiti,2025.0
322,IBD031703,2025-02-09,2025-02-09,4,Troops vs Bandits,Zamfara,2025.0
323,IBD031692,2025-02-09,2025-02-09,20,Cult Clash,Rivers,2025.0
324,IBD031701,2025-02-09,2025-02-09,4,Communal Clash,Cross River,2025.0
325,IBD031702,2025-02-09,2025-02-09,1,Burglars vs Woman,Delta,2025.0
326,IBD031693,2025-02-09,2025-02-09,1,Banditry,Sokoto,2025.0
327,IBD031694,2025-02-09,2025-02-09,4,Cult Clash,Benue,2025.0
328,IBD031707,2025-02-08,2025-02-08,1,Student Dies,Lagos,2025.0
329,IBD031697,2025-02-08,2025-02-08,1,Auto Crash,Kwara,2025.0
330,IBD031754,2025-02-08,2025-02-08,2,Police vs IPOB/ESN Imo,Imo,2025.0
331,IBD031731,2025-02-07,2025-02-14,3,Cult Clashes,Abia,2025.0
332,IBD031723,2025-02-07,2025-02-07,1,Extrajudicial Killing,Enugu,2025.0
333,IBD031680,2025-02-07,2025-02-07,1,Drowns/Mysterious Death,Ondo,2025.0
334,IBD031689,2025-02-07,2025-02-07,44,Soldiers vs Bandits,Zamfara,2025.0
335,IBD031686,2025-02-07,2025-02-07,1,Domestic Violence,Anambra,2025.0
336,IBD031710,2025-02-07,2025-02-07,1,Assailants vs Uber Driver,Lagos,2025.0
337,IBD031716,2025-02-07,2025-02-07,12,Bandits vs Traders,Katsina,2025.0
338,IBD031715,2025-02-06,2025-02-06,1,Teacher vs Student,Delta,2025.0
339,IBD031963,2025-02-06,2025-02-06,1,Domestic Violence,Akwa Ibom,2025.0
340,IBD031674,2025-02-06,2025-02-06,7,Cult Clash,Rivers,2025.0
341,IBD031675,2025-02-06,2025-02-06,1,Gunmen Attack,Katsina,2025.0
342,IBD031684,2025-02-06,2025-02-06,1,Lakurawa Kill 1,Kebbi,2025.0
343,IBD031730,2025-02-06,2025-02-13,2,Cult Clashes,Abia,2025.0
344,IBD031790,2025-02-06,2025-02-06,1,Stray Bullet,Delta,2025.0
345,IBD031685,2025-02-06,2025-02-06,4,Troops vs Bandits,Zamfara,2025.0
346,IBD031711,2025-02-06,2025-02-06,1,Domestic Violence,Akwa Ibom,2025.0
347,IBD031679,2025-02-06,2025-02-06,1,Woman vs Neighbour,Rivers,2025.0
348,IBD031687,2025-02-06,2025-02-06,1,Domestic Violence,Akwa Ibom,2025.0
349,IBD031683,2025-02-06,2025-02-06,2,Bandits Attack,Katsina,2025.0
350,IBD031696,2025-02-06,2025-02-06,1,Student vs Colleague,Nasarawa,2025.0
351,IBD031962,2025-02-06,2025-02-06,1,Domestic Violence,Akwa Ibom,2025.0
352,IBD031664,2025-02-05,2025-02-05,17,Inferno,Zamfara,2025.0
353,IBD031695,2025-02-05,2025-02-05,1,Auto Crash,Lagos,2025.0
354,IBD031700,2025-02-05,2025-02-05,1,Domestic Violence,Kano,2025.0
355,IBD031663,2025-02-05,2025-02-05,1,Man vs Trader,(FCT) Abuja,2025.0
356,IBD031725,2025-02-05,2025-02-05,1,Bandit vs Vigilante,Niger,2025.0
357,IBD031672,2025-02-04,2025-02-04,1,Domestic Violence,Bayelsa,2025.0
358,IBD031698,2025-02-04,2025-02-04,2,Boko Haram Explosion,Borno,2025.0
359,IBD031676,2025-02-04,2025-02-04,6,Herdsmen vs Hunters,Benue,2025.0
360,IBD031678,2025-02-04,2025-02-04,3,Auto Crash,Ogun,2025.0
361,IBD031652,2025-02-04,2025-02-04,7,Troops vs Boko Haram/ISWAP,Borno,2025.0
362,IBD031677,2025-02-04,2025-02-04,1,Security Operative vs Bolt Driver,Edo,2025.0
363,IBD031670,2025-02-04,2025-02-04,2,Police vs Bandits,Bauchi,2025.0
364,IBD031668,2025-02-04,2025-02-04,1,Auto Crash,Ogun,2025.0
365,IBD031649,2025-02-03,2025-02-03,4,Auto Crash,Niger,2025.0
366,IBD031682,2025-02-03,2025-02-03,1,Domestic Violence,Niger,2025.0
367,IBD031661,2025-02-03,2025-02-03,1,Auto Crash,Ogun,2025.0
368,IBD031699,2025-02-03,2025-02-03,1,Corpse Found,(FCT) Abuja,2025.0
369,IBD031666,2025-02-03,2025-02-04,2,Gunmen Attack,Lagos,2025.0
370,IBD031656,2025-02-03,2025-02-03,1,Cult Clash,Bayelsa,2025.0
371,IBD031669,2025-02-03,2025-02-03,3,Hunters vs Herdsmen,Benue,2025.0
372,IBD031654,2025-02-03,2025-02-03,2,Gunmen Attack,Kaduna,2025.0
373,IBD031658,2025-02-03,2025-02-03,3,Auto Crash,(FCT) Abuja,2025.0
374,IBD031645,2025-02-03,2025-02-03,4,Assailants Kills 4,Osun,2025.0
375,IBD031667,2025-02-02,2025-02-02,3,Herdsmen vs Farmers,Benue,2025.0
376,IBD031651,2025-02-02,2025-02-02,2,Auto Crash,Ogun,2025.0
377,IBD031647,2025-02-02,2025-02-02,35,Security Operatives vs Hoodlums,Imo,2025.0
378,IBD031637,2025-02-02,2025-02-02,1,Assailant vs Man,Oyo,2025.0
379,IBD031650,2025-02-02,2025-02-02,1,Troops vs Bandit,Taraba,2025.0
380,IBD031638,2025-02-02,2025-02-02,5,Inferno,Borno,2025.0
381,IBD031635,2025-02-02,2025-02-02,16,Herdsmen Attack,Ebonyi,2025.0
382,IBD031644,2025-02-02,2025-02-02,4,Security Operatives Kills 4,Kano,2025.0
383,IBD031646,2025-02-01,2025-02-01,1,Kidnapper Attack,Plateau,2025.0
384,IBD031642,2025-02-01,2025-02-01,1,Auto Crash,Ogun,2025.0
385,IBD031633,2025-02-01,2025-02-01,30,Auto Crash,Ondo,2025.0
386,IBD031640,2025-02-01,2025-02-01,1,Gunmen Attack,Taraba,2025.0
387,IBD031643,2025-02-01,2025-02-01,3,Assailants vs Children,Anambra,2025.0
388,IBD031665,2025-02-01,2025-02-01,2,Communal Clash,Nasarawa,2025.0
389,IBD031662,2025-01-31,2025-01-31,8,Security Operatives vs Drivers,Anambra,2025.0
390,IBD031628,2025-01-31,2025-01-31,4,Auto Crash,Anambra,2025.0
391,IBD031657,2025-01-31,2025-01-31,2,CSO and Son,Rivers,2025.0
392,IBD031636,2025-01-31,2025-01-31,1,Man Drowns,Oyo,2025.0
393,IBD031634,2025-01-31,2025-02-01,3,Cult Clash,Rivers,2025.0
394,IBD031629,2025-01-31,2025-01-31,1,Security Operative Kills 1,(FCT) Abuja,2025.0
395,IBD031718,2025-01-31,2025-01-31,1,Gunmen vs Police Officer,Yobe,2025.0
396,IBD031630,2025-01-31,2025-01-31,5,Gunmen Attack,Plateau,2025.0
397,IBD031791,2025-01-31,2025-02-03,1,Mysterious Death,Enugu,2025.0
398,IBD031627,2025-01-31,2025-01-31,1,Auto Crash,Lagos,2025.0
399,IBD032000,2025-01-30,2025-01-30,1,Inferno,Yobe,2025.0
400,IBD031620,2025-01-30,2025-01-30,25,Security Operatives vs Gunmen,Anambra,2025.0
401,IBD031623,2025-01-30,2025-01-30,1,Electricity Vandal,(FCT) Abuja,2025.0
402,IBD031641,2025-01-30,2025-01-30,3,Banditry,Zamfara,2025.0
403,IBD031598,2025-01-29,2025-01-29,1,Auto Crash,Lagos,2025.0
404,IBD031616,2025-01-29,2025-01-29,2,Gunmen Attack,Ogun,2025.0
405,IBD031626,2025-01-29,2025-01-29,2,Kidnappers Kill Mother,Anambra,2025.0
406,IBD031606,2025-01-28,2025-01-28,1,Kidnap Victim,Niger,2025.0
407,IBD031621,2025-01-28,2025-01-28,1,Motorcycle Thief,(FCT) Abuja,2025.0
408,IBD031602,2025-01-28,2025-01-28,1,Medical Negligence,Rivers,2025.0
409,IBD031619,2025-01-28,2025-01-28,5,Herdsmen Attack,Ondo,2025.0
410,IBD031611,2025-01-28,2025-01-28,1,Childbirth Complications,Ogun,2025.0
411,IBD031918,2025-01-28,2025-01-28,1,Youths vs Teenager,Abia,2025.0
412,IBD031615,2025-01-28,2025-01-28,40,NAF vs Boko Haram,Borno,2025.0
413,IBD031614,2025-01-28,2025-01-28,1,Bandtiry,Katsina,2025.0
414,IBD031609,2025-01-28,2025-01-28,1,Bandits vs Herder,Niger,2025.0
415,IBD031789,2025-01-28,2025-01-28,1,Gun Kill Abducted Woman,(FCT) Abuja,2025.0
416,IBD031632,2025-01-28,2025-01-28,2,Youth vs Herdsmen,Delta,2025.0
417,IBD031601,2025-01-28,2025-01-28,3,Building Collapse,Lagos,2025.0
418,IBD031613,2025-01-28,2025-01-28,2,Fulani Herders vs Farmers,Delta,2025.0
419,IBD031603,2025-01-27,2025-01-27,4,Explosion,Ogun,2025.0
420,IBD031624,2025-01-27,2025-01-27,2,Ritual Killing,Delta,2025.0
421,IBD031617,2025-01-27,2025-01-27,6,Security Operative vs Gunmen,Anambra,2025.0
422,IBD031724,2025-01-27,2025-01-27,2,Police vs Youths,Benue,2025.0
423,IBD031671,2025-01-27,2025-01-27,1,Corpse Found,Niger,2025.0
424,IBD031596,2025-01-26,2025-01-26,1,Robbers Kill Motorist,(FCT) Abuja,2025.0
425,IBD031592,2025-01-26,2025-01-26,3,Auto Crash,Edo,2025.0
426,IBD031593,2025-01-26,2025-01-26,25,Mining Explosion,Niger,2025.0
427,IBD031605,2025-01-26,2025-01-26,1,Domestic Violence,Kaduna,2025.0
428,IBD031597,2025-01-26,2025-01-26,1,Assailants vs Woman,Anambra,2025.0
429,IBD031622,2025-01-25,2025-01-25,1,Flood Disaster,Kwara,2025.0
430,IBD031586,2025-01-25,2025-01-25,19,Auto Crash,Enugu,2025.0
431,IBD031604,2025-01-25,2025-01-25,1,Gunmen Attack,Kogi,2025.0
432,IBD031594,2025-01-25,2025-01-25,1,Drown,Kano,2025.0
433,IBD031588,2025-01-25,2025-01-25,1,Auto Crash,Oyo,2025.0
434,IBD031610,2025-01-25,2025-01-25,5,Police vs Kidnappers,Ogun,2025.0
435,IBD031600,2025-01-24,2025-01-24,20,Boko Haram vs Soldiers,Borno,2025.0
436,IBD031587,2025-01-24,2025-01-24,8,Police vs IPOB Members,Imo,2025.0
437,IBD031589,2025-01-24,2025-01-24,1,Assassins Kill Professor,Delta,2025.0
438,IBD031583,2025-01-23,2025-01-23,1,Banditry,Kaduna,2025.0
439,IBD031607,2025-01-23,2025-01-23,1,Gunmen Attack,Anambra,2025.0
440,IBD031722,2025-01-23,2025-01-23,1,Hoodlums Kill NYSC Member,Plateau,2025.0
441,IBD031576,2025-01-23,2025-01-23,3,Police vs Kidnappers,Lagos,2025.0
442,IBD031577,2025-01-22,2025-01-22,1,Domestic Violence,Abia,2025.0
443,IBD031653,2025-01-22,2025-01-22,2,Gunmen Attack,Kaduna,2025.0
444,IBD031573,2025-01-22,2025-01-22,2,Inferno,Ondo,2025.0
445,IBD031569,2025-01-22,2025-01-22,1,Husband vs Wife,Anambra,2025.0
446,IBD031595,2025-01-22,2025-01-22,1,Undergraduate Student,Osun,2025.0
447,IBD031544,2025-01-22,2025-01-22,20,Bandits vs Boko Haram,Niger,2025.0
448,IBD031579,2025-01-22,2025-01-22,1,Army Kill Wanted Terrorist,Plateau,2025.0
449,IBD031564,2025-01-22,2025-01-23,1,Tanker Accident,Oyo,2025.0
450,IBD031572,2025-01-22,2025-01-22,14,Auto Crash,Kwara,2025.0
451,IBD031574,2025-01-22,2025-01-22,2,Auto Crash,Ebonyi,2025.0
452,IBD031580,2025-01-22,2025-01-22,20,Boko Haram vs Fishermen,Borno,2025.0
453,IBD031575,2025-01-22,2025-01-22,1,Gunmen vs Lawyer,Imo,2025.0
454,IBD031735,2025-01-21,2025-01-21,1,Medical Negligence,Imo,2025.0
455,IBD031562,2025-01-21,2025-01-21,1,Boko Haram/ISWAP IED Explosion,Borno,2025.0
456,IBD031582,2025-01-21,2025-01-21,52,NAF vs Terrorists,Niger,2025.0
457,IBD031655,2025-01-21,2025-01-21,6,Inferno,Kano,2025.0
458,IBD031561,2025-01-21,2025-01-21,1,Auto Crash,Ogun,2025.0
459,IBD031570,2025-01-21,2025-01-22,2,Soldiers vs Bandits,Kebbi,2025.0
460,IBD031571,2025-01-21,2025-01-21,1,Hoodlums Kill Herder,(FCT) Abuja,2025.0
461,IBD031568,2025-01-21,2025-01-21,1,Man Dies Inside Well,Kano,2025.0
462,IBD031691,2025-01-21,2025-01-21,1,Domestic Violence/Inferno,Anambra,2025.0
463,IBD031688,2025-01-21,2025-01-21,11,Police vs Bandits,Katsina,2025.0
464,IBD031784,2025-01-20,2025-01-20,1,Stone to Death,Ogun,2025.0
465,IBD031566,2025-01-20,2025-01-21,12,Soldiers vs Bandits,Sokoto,2025.0
466,IBD031563,2025-01-20,2025-01-20,9,Market Robbery,Yobe,2025.0
467,IBD031567,2025-01-20,2025-01-21,12,Soldiers vs Bandits,Zamfara,2025.0
468,IBD031551,2025-01-20,2025-01-20,5,Auto Crash,Ogun,2025.0
469,IBD031553,2025-01-20,2025-01-20,3,Boat Mishap,Rivers,2025.0
470,IBD031773,2025-01-20,2025-01-20,1,Auto Crash,(FCT) Abuja,2025.0
471,IBD031558,2025-01-19,2025-01-19,1,Police vs Kidnapper,Adamawa,2025.0
472,IBD031540,2025-01-19,2025-01-19,1,Gunmen Kill Prophet,Ogun,2025.0
473,IBD031552,2025-01-19,2025-01-19,1,Auto Crash,Ogun,2025.0
474,IBD031549,2025-01-19,2025-01-19,1,Cultist,Ondo,2025.0
475,IBD031541,2025-01-18,2025-01-18,1,Communal Clash,Ebonyi,2025.0
476,IBD031556,2025-01-18,2025-01-18,1,Police vs Bandits,Kogi,2025.0
477,IBD031538,2025-01-18,2025-01-18,98,Auto Crash,Niger,2025.0
478,IBD031590,2025-01-18,2025-01-18,1,Wedding Guest,Niger,2025.0
479,IBD031548,2025-01-18,2025-01-18,7,Banditry,Katsina,2025.0
480,IBD031543,2025-01-17,2025-01-17,2,Drowns,Ekiti,2025.0
481,IBD031530,2025-01-17,2025-01-17,5,Land Dispute,Ondo,2025.0
482,IBD031546,2025-01-17,2025-01-17,1,EFCC Operative,Anambra,2025.0
483,IBD031542,2025-01-17,2025-01-17,1,Assailant vs Woman,Ogun,2025.0
484,IBD031537,2025-01-17,2025-01-17,1,Cult Clash,Bayelsa,2025.0
485,IBD031536,2025-01-17,2025-01-17,3,Assailant Kills Two,Delta,2025.0
486,IBD031547,2025-01-17,2025-01-17,20,Troops vs Bandits,Zamfara,2025.0
487,IBD031526,2025-01-16,2025-01-16,11,Miliatry vs Lakurawa,Sokoto,2025.0
488,IBD031560,2025-01-16,2025-01-16,1,Sex Romp,(FCT) Abuja,2025.0
489,IBD031535,2025-01-16,2025-01-16,1,Footballer Slumps,Ogun,2025.0
490,IBD031872,2025-01-16,2025-01-16,1,Ritual Killing,Lagos,2025.0
491,IBD031529,2025-01-16,2025-01-16,10,Auto Crash,Benue,2025.0
492,IBD031591,2025-01-16,2025-01-16,94,Boko Haram vs Soldiers,Borno,2025.0
493,IBD031528,2025-01-16,2025-01-16,1,Communual Clash,Osun,2025.0
494,IBD031545,2025-01-16,2025-01-16,1,Man Kills Inlaw,Imo,2025.0
495,IBD031531,2025-01-16,2025-01-16,1,Fire Incident,(FCT) Abuja,2025.0
496,IBD031532,2025-01-15,2025-01-15,1,Drowns,Lagos,2025.0
497,IBD031521,2025-01-15,2025-01-15,1,Auto Crash,Lagos,2025.0
498,IBD031518,2025-01-15,2025-01-15,1,Cult Killing,Akwa Ibom,2025.0
499,IBD031585,2025-01-15,2025-01-15,1,Decomposing Body,Benue,2025.0
500,IBD031527,2025-01-14,2025-01-14,1,Bandits Kill Medical Doctor,Katsina,2025.0
501,IBD031513,2025-01-14,2025-01-14,1,Auto Crash,Oyo,2025.0
502,IBD031565,2025-01-14,2025-01-14,1,Boy Shot Dead,Kebbi,2025.0
503,IBD031522,2025-01-14,2025-01-14,5,Security Operatives vs Gunmen,Anambra,2025.0
504,IBD031524,2025-01-14,2025-01-14,4,Auto Crash,Ondo,2025.0
505,IBD031508,2025-01-14,2025-01-14,6,Auto Crash,Kogi,2025.0
506,IBD031519,2025-01-14,2025-01-14,1,Cultists vs Vigilante,Rivers,2025.0
507,IBD031514,2025-01-14,2025-01-14,1,Kidnapper vs Banker,Anambra,2025.0
508,IBD031523,2025-01-14,2025-01-14,50,Boko Haram vs Security Operatives,Borno,2025.0
509,IBD031520,2025-01-14,2025-01-14,20,Troops vs Terrorists,Kebbi,2025.0
510,IBD031525,2025-01-14,2025-01-14,1,Hoodlums vs Cyclist,(FCT) Abuja,2025.0
511,IBD031505,2025-01-13,2025-01-13,1,Fire Outbreak,Rivers,2025.0
512,IBD031507,2025-01-13,2025-01-13,2,Auto Crash,Rivers,2025.0
513,IBD031517,2025-01-13,2025-01-13,8,Auto Crash,Niger,2025.0
514,IBD031509,2025-01-13,2025-01-13,2,Auto Crash,(FCT) Abuja,2025.0
515,IBD031511,2025-01-13,2025-01-13,1,Man Kill Father,Delta,2025.0
516,IBD031496,2025-01-13,2025-01-13,1,Armed Robbers vs Man,Oyo,2025.0
517,IBD031510,2025-01-13,2025-01-13,1,Man vs Police Officer,Kano,2025.0
518,IBD031485,2025-01-12,2025-01-12,2,Boko Haram Attack,Borno,2025.0
519,IBD031500,2025-01-12,2025-01-12,2,Communal Clash,Ondo,2025.0
520,IBD031515,2025-01-12,2025-01-12,1,Lovers vs Foreigner,Ogun,2025.0
521,IBD031489,2025-01-12,2025-01-12,1,Domestic Violence,Ogun,2025.0
522,IBD031497,2025-01-12,2025-01-12,40,Boko Haram vs Farmers,Borno,2025.0
523,PAR012735,2025-01-12,2025-01-12,1,Lovers vs Foreigner,Ogun,2025.0
524,IBD031495,2025-01-12,2025-01-12,1,Facebook Lover,Lagos,2025.0
525,IBD031503,2025-01-12,2025-01-12,6,Auto Crash,Sokoto,2025.0
526,IBD031499,2025-01-12,2025-01-12,1,Domestic Violence,Nasarawa,2025.0
527,IBD031501,2025-01-11,2025-01-11,19,Auto Crash,Plateau,2025.0
528,IBD031777,2025-01-11,2025-01-11,16,Military Airstrike,Zamfara,2025.0
529,IBD031482,2025-01-11,2025-01-11,2,Auto Crash,Lagos,2025.0
530,IBD031493,2025-01-11,2025-01-11,8,Herders Kill 9,Nasarawa,2025.0
531,IBD031492,2025-01-11,2025-01-11,1,Well Digger Dies,Ogun,2025.0
532,IBD031504,2025-01-11,2025-01-11,1,Kidnappers Kill Vigilante,Lagos,2025.0
533,IBD031484,2025-01-11,2025-01-11,1,Domestic Violence,Ondo,2025.0
534,IBD031506,2025-01-11,2025-01-11,1,Hoodlums vs Motorcyclist,(FCT) Abuja,2025.0
535,IBD031550,2025-01-11,2025-01-11,1,Kidnappers vs Teenager,Katsina,2025.0
536,IBD031488,2025-01-11,2025-01-11,1,Herdsmen/Kidnappers Kill Victim,Benue,2025.0
537,IBD031491,2025-01-11,2025-01-11,1,Auto Crash,Osun,2025.0
538,IBD031494,2025-01-11,2025-01-11,1,Fulani Herdsmen Attack,(FCT) Abuja,2025.0
539,IBD031476,2025-01-10,2025-01-10,1,Sex Worker vs Barman,Adamawa,2025.0
540,IBD031479,2025-01-10,2025-01-10,3,Terrorists Kill Airtel Staff,Kebbi,2025.0
541,IBD031486,2025-01-10,2025-01-10,29,Banditry,Zamfara,2025.0
542,IBD031599,2025-01-10,2025-01-10,1,Kidnapper Killed Man,Jigawa,2025.0
543,IBD031480,2025-01-09,2025-01-09,1,Armed Robbers vs Uber Driver,Lagos,2025.0
544,PAR012723,2025-01-09,2025-01-09,10,Auto Crash,Kaduna,2025.0
545,IBD031554,2025-01-09,2025-01-09,1,Fraudsters Kill Girl,Delta,2025.0
546,IBD031481,2025-01-09,2025-01-09,1,Well Digger,Kano,2025.0
547,IBD031472,2025-01-09,2025-01-09,1,Auto Crash,Lagos,2025.0
548,IBD031475,2025-01-09,2025-01-09,10,Communal Clash,Jigawa,2025.0
549,IBD031464,2025-01-09,2025-01-09,1,Ticketers vs Okada Riders,Ekiti,2025.0
550,IBD031471,2025-01-09,2025-01-09,1,Auto Crash,Ogun,2025.0
551,PAR012733,2025-01-08,2025-01-08,1,Auto Crash,Ogun,2025.0
552,PAR012728,2025-01-08,2025-01-08,2,Auto Crash,Oyo,2025.0
553,PAR012732,2025-01-08,2025-01-08,1,Auto Crash,Lagos,2025.0
554,IBD031470,2025-01-08,2025-01-08,3,Cult Killing,Bayelsa,2025.0
555,IBD031467,2025-01-08,2025-01-08,2,Boko Haram vs Policemen,Borno,2025.0
556,IBD031469,2025-01-08,2025-01-08,2,Banditry,Kaduna,2025.0
557,IBD031468,2025-01-08,2025-01-08,2,Inferno,(FCT) Abuja,2025.0
558,IBD031498,2025-01-08,2025-01-08,1,Corpse Found,Plateau,2025.0
559,IBD031466,2025-01-08,2025-01-08,20,Security Operatives vs Bandit,Katsina,2025.0
560,IBD031462,2025-01-08,2025-01-08,1,Police Kill Bandits,Sokoto,2025.0
561,IBD031453,2025-01-07,2025-01-07,1,Auto Crash,Lagos,2025.0
562,IBD031474,2025-01-07,2025-01-07,1,Cult Killing,Ogun,2025.0
563,IBD031452,2025-01-07,2025-01-07,3,Auto Crash,Oyo,2025.0
564,IBD031478,2025-01-07,2025-01-07,28,NAF Airstrikes,Katsina,2025.0
565,PAR012734,2025-01-07,2025-01-07,10,Communal Clash,Ebonyi,2025.0
566,IBD031463,2025-01-07,2025-01-07,5,Auto Crash,Delta,2025.0
567,IBD031465,2025-01-07,2025-01-07,24,Banditry,Katsina,2025.0
568,IBD031533,2025-01-07,2025-01-07,5,Soldiers vs Terrorists,Sokoto,2025.0
569,IBD031444,2025-01-06,2025-01-06,4,Fire Incident,Sokoto,2025.0
570,PAR012730,2025-01-06,2025-01-06,1,Pastor,(FCT) Abuja,2025.0
571,IBD031447,2025-01-06,2025-01-06,1,Electrician Dies,Ogun,2025.0
572,IBD031445,2025-01-06,2025-01-06,2,IED Explosion Kills 2,(FCT) Abuja,2025.0
573,PAR012727,2025-01-06,2025-01-06,1,Electrocution,Delta,2025.0
574,IBD031448,2025-01-06,2025-01-06,1,Domestic Violence,Anambra,2025.0
575,IBD031446,2025-01-06,2025-01-06,2,Army vs Kidnappers,Rivers,2025.0
576,IBD031450,2025-01-05,2025-01-05,23,ISWAP vs Army,Borno,2025.0
577,IBD031451,2025-01-05,2025-01-05,1,Hoodlums vs Vigilante,Niger,2025.0
578,IBD031443,2025-01-05,2025-01-05,6,Cult Clash,Ondo,2025.0
579,IBD031776,2025-01-05,2025-01-05,30,Military vs Boko Haram,Borno,2025.0
580,PAR012729,2025-01-05,2025-01-05,18,Gunmen Attacks,Imo,2025.0
581,IBD031775,2025-01-05,2025-01-05,18,Gunmen Attack,Imo,2025.0
582,IBD031439,2025-01-05,2025-01-05,5,Tanker Explosion,Delta,2025.0
583,IBD031502,2025-01-05,2025-01-05,1,Female Corpse Discovered,Delta,2025.0
584,IBD031456,2025-01-04,2025-01-04,4,Gas Explosion,Rivers,2025.0
585,IBD031435,2025-01-04,2025-01-04,1,Auto Crash,Osun,2025.0
586,IBD031441,2025-01-04,2025-01-04,4,Banditry,Katsina,2025.0
587,IBD031455,2025-01-04,2025-01-04,4,Auto Crash,(FCT) Abuja,2025.0
588,PAR012725,2025-01-04,2025-01-04,3,Assailants vs Children,Anambra,2025.0
589,IBD031460,2025-01-04,2025-01-04,21,Army vs Bandits,Zamfara,2025.0
590,IBD031449,2025-01-04,2025-01-04,80,Security Operatives vs Bandits,Katsina,2025.0
591,PAR012731,2025-01-04,2025-01-06,3,Cult Clash,Lagos,2025.0
592,IBD031437,2025-01-04,2025-01-04,2,Police vs Kidnappers,Imo,2025.0
593,IBD031612,2025-01-04,2025-01-04,1,Domestic Violence,Kogi,2025.0
594,IBD031483,2025-01-04,2025-01-04,2,Diesel Reservoir Workers,Lagos,2025.0
595,IBD031461,2025-01-04,2025-01-04,18,Military vs Bandits,Zamfara,2025.0
596,IBD031438,2025-01-03,2025-01-03,1,Auto Crash,Bayelsa,2025.0
597,IBD031442,2025-01-03,2025-01-03,1,Wizardry,Ebonyi,2025.0
598,IBD031432,2025-01-03,2025-01-03,2,Gunmen vs Farmers,Kogi,2025.0
599,IBD031966,2025-01-03,2025-01-03,1,Communal Clash,Imo,2025.0
600,PAR012721,2025-01-03,2025-01-03,2,Auto Crash,Abia,2025.0
601,IBD031434,2025-01-03,2025-01-03,2,Lakurawa vs Police Officers,Kebbi,2025.0
602,PAR012720,2025-01-02,2025-01-02,1,Policeman Kills Woman,Ekiti,2025.0
603,IBD031440,2025-01-02,2025-01-02,1,Domestic Violence,Delta,2025.0
604,PAR012722,2025-01-02,2025-01-02,1,Wedding Guest,Jigawa,2025.0
605,IBD031512,2025-01-02,2025-01-02,1,Hoodlums vs Man,Akwa Ibom,2025.0
606,IBD031788,2025-01-02,2025-01-02,1,Assailants vs Man,Edo,2025.0
607,IBD031433,2025-01-02,2025-01-02,11,Farmers vs Herders,Jigawa,2025.0
608,PAR012718,2025-01-02,2025-01-02,7,Auto Crash,Gombe,2025.0
609,PAR012713,2025-01-02,2025-01-02,1,Man Kills Bishop,Osun,2025.0
610,PAR012711,2025-01-01,2025-01-01,1,Electrician Electrocuted,Lagos,2025.0
611,PAR012717,2025-01-01,2025-01-01,1,Assailants Kill Ex-Controller,Kwara,2025.0
612,IBD031739,2025-01-01,2025-01-01,1,Medical Negligence,Lagos,2025.0
613,PAR012715,2025-01-01,2025-01-01,1,Domestic Violence,Niger,2025.0
614,PAR012710,2025-01-01,2025-01-01,1,Catholic Priest Kills Boy,Imo,2025.0
615,IBD031454,2025-01-01,2025-01-01,1,Man Set Ablaze,Imo,2025.0
616,PAR012712,2025-01-01,2025-01-01,1,Man Kills Another,Delta,2025.0
617,PAR012703,2024-12-31,2024-12-31,2,Police vs Kidnappers,Benue,2024.0
618,PAR012714,2024-12-31,2024-12-31,1,Cult Clash,Delta,2024.0
619,IBD031581,2024-12-31,2024-12-31,1,Domestic Violence,Ondo,2024.0
620,PAR012709,2024-12-31,2024-12-31,1,Auto Crash.,Lagos,2024.0
621,PAR012706,2024-12-31,2024-12-31,1,Chieftaincy Candidate,Bayelsa,2024.0
622,PAR012698,2024-12-30,2024-12-30,1,Chieftaincy Crisis,Delta,2024.0
623,PAR012699,2024-12-30,2024-12-30,6,Gunmen Kill 7,Anambra,2024.0
624,PAR012704,2024-12-30,2024-12-30,3,Banditry,Kaduna,2024.0
625,IBD031459,2024-12-30,2024-12-30,1,Man Stab Woman,Ogun,2024.0
626,PAR012697,2024-12-29,2024-12-29,1,Auto Crash,Benue,2024.0
627,PAR012696,2024-12-29,2024-12-29,1,Cattler Rustlers vs Herder,Ondo,2024.0
628,PAR012702,2024-12-29,2024-12-29,1,Gang Kill Tailor,Plateau,2024.0
629,IBD031458,2024-12-28,2024-12-28,1,Carnival,Ogun,2024.0
630,PAR012693,2024-12-28,2024-12-28,13,Auto Crash,Ondo,2024.0
631,PAR012707,2024-12-28,2024-12-28,1,Aurto Crash,Lagos,2024.0
632,PAR012700,2024-12-28,2024-12-28,1,Banditry,Kaduna,2024.0
633,PAR012695,2024-12-28,2024-12-28,1,Auto Crash,Ogun,2024.0
634,PAR012701,2024-12-28,2024-12-28,1,Man Dies Separating Fight,(FCT) Abuja,2024.0
635,PAR012692,2024-12-27,2024-12-27,3,DSS vs Bandits,Niger,2024.0
636,PAR012694,2024-12-27,2024-12-27,3,IPOB/ESN vs Soldiers,Imo,2024.0
637,IBD031436,2024-12-27,2024-12-27,3,Cult Clash,Lagos,2024.0
